Id,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Mileage_Type_km/kg,Mileage_Type_kmpl,Transmission_Automatic,Transmission_Manual
1562,2015,21000,12.07,2967.0,241.4,7.0,48.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1563,2010,59136,19.7,796.0,46.3,5.0,2.96,0,0,0,0,1,1,0,0,0,0,1,0,1
1564,2014,36000,25.8,1498.0,98.6,5.0,3.25,0,1,0,0,0,1,0,0,0,0,1,0,1
1565,2011,95000,18.33,1968.0,167.7,5.0,8.5,0,1,0,0,0,0,0,1,0,0,1,1,0
1566,2013,51000,19.5,1582.0,126.24,5.0,8.75,0,1,0,0,0,1,0,0,0,0,1,1,0
1567,2011,36411,18.9,998.0,67.1,5.0,3.08,0,0,0,0,1,1,0,0,0,0,1,0,1
1568,2017,40000,12.81,1999.0,148.31,7.0,41.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1569,2016,27300,17.8,1497.0,117.3,5.0,7.0,0,0,0,0,1,1,0,0,0,0,1,0,1
1570,2011,29813,14.74,1991.0,181.03,5.0,11.5,0,0,0,0,1,0,0,1,0,0,1,1,0
1571,2011,71000,20.51,998.0,67.04,5.0,2.6,0,0,0,0,1,1,0,0,0,0,1,0,1
1572,2014,32000,22.32,1582.0,126.3,5.0,4.3,0,1,0,0,0,1,0,0,0,0,1,0,1
1573,2017,19234,17.5,1373.0,80.46,7.0,8.35,1,0,0,0,0,1,0,0,0,1,0,0,1
1574,2017,50510,17.06,1968.0,141.0,5.0,24.9,0,1,0,0,0,1,0,0,0,0,1,1,0
1575,2011,102000,15.06,1995.0,177.0,5.0,13.75,0,1,0,0,0,1,0,0,0,0,1,1,0
1576,2014,42277,24.0,1186.0,73.97,5.0,3.85,0,1,0,0,0,1,0,0,0,0,1,0,1
1577,2014,46000,13.0,2143.0,201.1,5.0,23.25,0,1,0,0,0,1,0,0,0,0,1,1,0
1579,2015,50000,18.9,1197.0,82.0,5.0,5.75,0,0,0,0,1,1,0,0,0,0,1,0,1
1580,2008,62000,20.36,1197.0,78.9,5.0,1.65,0,0,0,0,1,0,0,1,0,0,1,0,1
1581,2012,78000,19.33,1968.0,138.1,5.0,6.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1582,2011,79000,17.67,1968.0,138.08,5.0,7.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1583,2019,6773,14.75,2967.0,245.0,7.0,72.94,0,1,0,0,0,1,0,0,0,0,1,1,0
1584,2010,135000,11.5,2982.0,171.0,7.0,11.0,0,1,0,0,0,0,0,1,0,0,1,0,1
1585,2013,36716,18.9,1061.0,67.0,5.0,3.02,0,0,0,0,1,1,0,0,0,0,1,0,1
1586,2013,65060,21.1,814.0,55.2,5.0,3.32,0,0,0,0,1,1,0,0,0,0,1,0,1
1587,2013,33000,19.4,1198.0,86.8,5.0,3.24,0,0,0,0,1,1,0,0,0,0,1,0,1
1588,2015,11110,22.74,796.0,47.3,5.0,2.35,0,0,0,0,1,1,0,0,0,0,1,0,1
1589,2013,63000,15.96,2523.0,62.1,7.0,5.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1590,2015,27030,17.8,1497.0,117.3,5.0,6.75,0,0,0,0,1,1,0,0,0,0,1,0,1
1591,2015,19600,15.0,1598.0,103.52,5.0,6.15,0,0,0,0,1,1,0,0,0,0,1,0,1
1592,2016,27755,22.0,1197.0,81.8,5.0,5.45,0,0,0,0,1,1,0,0,0,0,1,0,1
1593,2013,20000,21.1,814.0,55.2,5.0,2.3,0,0,0,0,1,0,0,1,0,0,1,0,1
1594,2015,24782,20.85,1197.0,83.14,5.0,6.21,0,0,0,0,1,1,0,0,0,0,1,0,1
1595,2014,47303,19.34,1198.0,76.0,5.0,5.21,0,0,0,0,1,1,0,0,0,0,1,1,0
1596,2008,71000,8.3,4134.0,250.0,7.0,11.99,0,0,0,0,1,1,0,0,0,0,1,1,0
1597,2010,135000,17.8,1248.0,75.0,5.0,3.1,0,1,0,0,0,1,0,0,0,0,1,0,1
1598,2017,1000,13.49,2179.0,138.03,5.0,7.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1599,2016,29000,20.14,1498.0,88.8,5.0,4.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1600,2016,36367,17.8,1497.0,117.3,5.0,7.73,0,0,0,0,1,1,0,0,0,0,1,0,1
1601,2015,38000,17.4,1497.0,117.3,5.0,7.8,0,0,0,0,1,1,0,0,0,0,1,0,1
1602,2011,83969,16.1,796.0,37.0,4.0,1.3,0,0,0,0,1,1,0,0,0,0,1,0,1
1603,2014,82621,20.14,1498.0,88.8,5.0,4.42,0,1,0,0,0,1,0,0,0,0,1,0,1
1604,2009,89000,12.5,1991.0,147.9,7.0,4.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1605,2016,54000,16.0,2179.0,140.0,7.0,13.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1606,2015,61691,25.8,1498.0,98.6,5.0,5.38,0,1,0,0,0,1,0,0,0,0,1,0,1
1607,2011,32200,17.0,1197.0,80.0,5.0,3.25,0,0,0,0,1,0,0,1,0,0,1,0,1
1608,2016,68630,20.51,998.0,67.0,5.0,3.87,0,0,0,0,1,1,0,0,0,0,1,1,0
1609,2014,61000,16.96,1968.0,138.03,5.0,8.25,0,1,0,0,0,0,0,1,0,0,1,1,0
1610,2018,32644,20.73,1373.0,91.1,5.0,9.28,0,0,0,0,1,1,0,0,0,0,1,0,1
1611,2012,85000,11.79,2179.0,120.0,7.0,6.25,0,1,0,0,0,1,0,0,0,0,1,1,0
1612,2008,75000,15.26,1150.0,74.9,5.0,1.15,0,0,0,0,1,0,0,1,0,0,1,0,1
1613,2016,40347,20.73,1373.0,91.2,5.0,7.8,0,0,0,0,1,1,0,0,0,0,1,0,1
1614,2012,60788,23.0,1396.0,90.0,5.0,4.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1615,2018,18664,18.7,1199.0,88.7,5.0,7.56,0,0,0,0,1,1,0,0,0,0,1,0,1
1616,2017,57847,16.0,2179.0,140.0,7.0,16.08,0,1,0,0,0,1,0,0,0,0,1,0,1
1617,2012,52237,17.0,1197.0,80.0,5.0,4.5,0,0,0,0,1,1,0,0,0,0,1,0,1
1618,2012,128000,22.32,1582.0,126.32,5.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1619,2011,54000,19.81,1086.0,68.05,5.0,2.2,0,0,0,0,1,1,0,0,0,0,1,0,1
1620,2014,49800,23.1,998.0,67.04,5.0,4.0,0,0,0,0,1,1,0,0,0,0,1,1,0
1621,2012,98000,20.86,1199.0,73.9,5.0,2.51,0,1,0,0,0,1,0,0,0,0,1,0,1
1622,2015,60095,25.2,1248.0,74.0,5.0,4.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1623,2008,68000,16.0,1086.0,66.7,5.0,2.0,0,0,0,0,1,0,0,1,0,0,1,0,1
1624,2010,81402,20.36,1197.0,78.9,5.0,2.1,0,0,0,0,1,0,0,1,0,0,1,0,1
1625,2013,38000,16.5,1499.0,110.0,5.0,6.25,0,0,0,0,1,1,0,0,0,0,1,1,0
1626,2011,92239,11.5,2987.0,210.0,5.0,10.6,0,1,0,0,0,0,0,1,0,0,1,1,0
1627,2017,49224,25.2,1248.0,74.0,5.0,6.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1628,2004,12000,16.1,796.0,37.0,4.0,0.45,0,0,0,0,1,0,0,1,0,0,1,0,1
1629,2010,54898,16.1,1298.0,88.2,5.0,2.5,0,0,0,0,1,0,0,0,1,0,1,0,1
1630,2018,2500,15.29,1591.0,121.3,5.0,12.75,0,0,0,0,1,1,0,0,0,0,1,0,1
1631,2017,32838,17.05,1995.0,190.0,5.0,30.29,0,1,0,0,0,1,0,0,0,0,1,1,0
1632,2006,27076,13.8,1299.0,70.0,5.0,1.6,0,0,0,0,1,1,0,0,0,0,1,0,1
1633,2017,75445,22.7,1498.0,89.84,5.0,7.54,0,1,0,0,0,1,0,0,0,0,1,0,1
1634,2015,46601,20.73,1373.0,91.1,5.0,6.84,0,0,0,0,1,1,0,0,0,0,1,0,1
1635,2012,72000,18.33,1968.0,167.7,5.0,6.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1636,2017,27000,27.3,1498.0,98.6,5.0,8.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1637,2016,68193,17.11,1968.0,174.33,5.0,24.74,0,1,0,0,0,1,0,0,0,0,1,1,0
1638,2017,34429,24.0,1120.0,70.0,5.0,5.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1639,2013,46000,12.0,2987.0,224.0,7.0,36.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1640,2013,80544,12.99,2494.0,100.6,7.0,11.79,0,1,0,0,0,1,0,0,0,0,1,0,1
1641,2011,42000,16.95,1498.0,97.7,5.0,3.0,0,0,0,0,1,0,0,1,0,0,1,0,1
1642,2011,94821,20.0,1968.0,138.1,5.0,6.75,0,1,0,0,0,0,0,1,0,0,1,1,0
1643,2006,100000,14.49,1399.0,92.7,5.0,1.4,0,0,0,0,1,1,0,0,0,0,1,0,1
1644,2014,57000,24.2,1498.0,98.6,7.0,5.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1645,2010,79894,21.1,1248.0,73.9,5.0,3.4,0,1,0,0,0,1,0,0,0,0,1,0,1
1646,2011,44748,16.47,1198.0,73.9,5.0,4.89,0,0,0,0,1,0,0,1,0,0,1,0,1
1647,2013,31000,13.24,1598.0,102.5,5.0,4.95,0,0,0,0,1,1,0,0,0,0,1,0,1
1648,2013,60587,16.98,998.0,66.1,5.0,3.49,0,0,0,0,1,0,0,1,0,0,1,1,0
1650,2014,43772,17.0,1497.0,118.0,5.0,6.35,0,0,0,0,1,1,0,0,0,0,1,0,1
1651,2017,23576,18.9,1197.0,82.0,5.0,7.08,0,0,0,0,1,1,0,0,0,0,1,1,0
1652,2017,4000,13.6,1999.0,177.0,5.0,38.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1653,2012,62000,12.05,2179.0,120.0,8.0,6.25,0,1,0,0,0,1,0,0,0,0,1,0,1
1654,2011,36000,11.74,1796.0,186.0,5.0,10.15,0,0,0,0,1,1,0,0,0,0,1,1,0
1655,2014,80000,13.7,1798.0,157.75,5.0,10.75,0,0,0,0,1,1,0,0,0,0,1,1,0
1656,2012,137008,18.1,1991.0,147.9,4.0,4.65,0,1,0,0,0,1,0,0,0,0,1,1,0
1657,2010,61001,12.05,2179.0,120.0,8.0,4.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1658,2015,52191,17.1,1591.0,121.3,5.0,7.78,0,0,0,0,1,1,0,0,0,0,1,0,1
1659,2016,77076,23.0,1396.0,90.0,5.0,6.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1660,2008,56000,16.4,1497.0,78.0,5.0,2.99,0,0,0,0,1,1,0,0,0,0,1,1,0
1661,2013,21000,20.36,1197.0,78.9,5.0,2.35,0,0,0,0,1,1,0,0,0,0,1,0,1
1662,2013,89429,25.8,1498.0,98.6,5.0,3.65,0,1,0,0,0,1,0,0,0,0,1,0,1
1663,2012,45631,22.5,998.0,67.04,5.0,2.74,0,0,0,0,1,0,0,1,0,0,1,0,1
1664,2013,53959,19.4,1198.0,86.8,5.0,3.5,0,0,0,0,1,1,0,0,0,0,1,0,1
1665,2014,55804,17.0,1197.0,80.0,5.0,4.76,0,0,0,0,1,1,0,0,0,0,1,0,1
1666,2016,25899,15.04,1598.0,103.2,5.0,6.2,0,0,0,0,1,1,0,0,0,0,1,0,1
1667,2008,82000,18.7,1896.0,66.0,5.0,2.35,0,1,0,0,0,0,0,1,0,0,1,0,1
1668,2014,52000,13.0,2143.0,204.0,5.0,24.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1669,2013,20000,13.24,1598.0,102.57,5.0,6.0,0,0,0,0,1,1,0,0,0,0,1,0,1
1670,2017,31829,21.1,814.0,55.2,5.0,3.65,0,0,0,0,1,1,0,0,0,0,1,0,1
1671,2016,18094,18.6,1197.0,85.8,5.0,6.26,0,0,0,0,1,0,0,1,0,0,1,0,1
1673,2015,11964,13.22,2967.0,241.4,5.0,32.95,0,1,0,0,0,1,0,0,0,0,1,1,0
1674,2018,22684,18.6,1197.0,81.83,5.0,7.8,0,0,0,0,1,1,0,0,0,0,1,0,1
1675,2014,43521,19.4,1198.0,86.8,5.0,4.25,0,0,0,0,1,1,0,0,0,0,1,0,1
1676,2014,49386,17.5,1298.0,85.8,5.0,4.86,0,0,0,0,1,1,0,0,0,0,1,0,1
1677,2017,12248,18.9,1197.0,81.86,5.0,4.9,0,0,0,0,1,1,0,0,0,0,1,0,1
1678,2014,67771,11.68,2498.0,112.0,8.0,7.06,0,1,0,0,0,1,0,0,0,0,1,0,1
1679,2015,60007,17.21,1798.0,189.0,4.0,4.5,0,0,0,0,1,1,0,0,0,0,1,1,0
1680,2011,48624,24.07,998.0,67.1,5.0,3.22,0,0,0,0,1,1,0,0,0,0,1,0,1
1681,2014,30000,22.07,1199.0,73.9,5.0,3.25,0,1,0,0,0,1,0,0,0,0,1,0,1
1682,2016,81605,18.9,1197.0,82.0,5.0,4.53,0,0,0,0,1,1,0,0,0,0,1,0,1
1683,2017,32642,14.84,2143.0,170.0,5.0,34.78,0,1,0,0,0,1,0,0,0,0,1,1,0
1684,2014,34200,15.74,1591.0,121.3,5.0,6.5,0,0,0,0,1,1,0,0,0,0,1,1,0
1685,2010,72204,15.7,1172.0,67.0,5.0,2.25,0,0,0,0,1,1,0,0,0,0,1,0,1
1686,2011,156347,12.99,2494.0,100.0,8.0,8.0,0,1,0,0,0,0,0,1,0,0,1,0,1
1687,2017,47357,18.49,1493.0,100.0,7.0,8.37,0,1,0,0,0,1,0,0,0,0,1,1,0
1688,2015,61738,20.14,1498.0,88.8,5.0,5.39,0,1,0,0,0,1,0,0,0,0,1,0,1
1689,2018,32586,22.48,1995.0,190.0,5.0,37.3,0,1,0,0,0,1,0,0,0,0,1,1,0
1690,2018,40129,11.57,2987.0,254.79,5.0,70.8,0,1,0,0,0,1,0,0,0,0,1,1,0
1691,2012,51000,11.74,2987.0,254.8,5.0,22.25,0,1,0,0,0,1,0,0,0,0,1,1,0
1692,2018,10393,18.9,1197.0,81.86,5.0,6.03,0,0,0,0,1,1,0,0,0,0,1,0,1
1693,2011,46000,13.7,1798.0,157.75,5.0,4.9,0,0,0,0,1,1,0,0,0,0,1,1,0
1694,2013,21000,16.95,1197.0,78.9,5.0,3.96,0,0,0,0,1,1,0,0,0,0,1,1,0
1695,2011,113562,23.0,1396.0,90.0,5.0,4.6,0,1,0,0,0,1,0,0,0,0,1,0,1
1696,2011,100010,12.05,2179.0,120.0,8.0,5.5,0,1,0,0,0,0,0,1,0,0,1,0,1
1697,2013,63107,19.4,1198.0,86.8,5.0,3.25,0,0,0,0,1,1,0,0,0,0,1,0,1
1698,2017,58500,18.6,1197.0,81.83,5.0,6.25,0,0,0,0,1,1,0,0,0,0,1,0,1
1699,2007,90000,10.9,2499.0,143.0,7.0,3.0,0,1,0,0,0,0,1,0,0,0,1,0,1
1700,2011,108242,16.8,1493.0,110.0,5.0,4.25,0,1,0,0,0,1,0,0,0,0,1,0,1
1701,2011,146300,11.5,2982.0,171.0,7.0,12.25,0,1,0,0,0,1,0,0,0,0,1,0,1
1702,2011,62943,17.05,1995.0,184.0,5.0,10.95,0,1,0,0,0,0,0,1,0,0,1,1,0
1703,2013,65000,12.55,2982.0,168.5,7.0,16.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1704,2018,1700,19.0,1199.0,88.76,5.0,7.8,0,0,0,0,1,1,0,0,0,0,1,1,0
1705,2013,34697,19.81,1086.0,68.05,5.0,3.7,0,0,0,0,1,1,0,0,0,0,1,0,1
1706,2012,58000,17.0,1197.0,80.0,5.0,4.0,0,0,0,0,1,1,0,0,0,0,1,0,1
1707,2015,32500,19.59,1995.0,187.74,5.0,26.75,0,1,0,0,0,1,0,0,0,0,1,1,0
1708,2016,58661,15.17,1968.0,181.0,5.0,28.03,0,1,0,0,0,1,0,0,0,0,1,1,0
1709,2017,37124,20.4,1197.0,81.8,5.0,5.44,0,0,0,0,1,1,0,0,0,0,1,0,1
1710,2017,44000,21.4,1197.0,83.1,5.0,6.2,0,0,0,0,1,1,0,0,0,0,1,1,0
1711,2005,45200,13.2,1495.0,94.0,5.0,0.9,0,0,0,0,1,1,0,0,0,0,1,0,1
1712,2016,11000,18.5,1197.0,85.8,5.0,3.95,0,0,0,0,1,1,0,0,0,0,1,0,1
1713,2011,65000,26.0,624.0,35.0,4.0,0.44,0,0,0,0,1,0,0,1,0,0,1,0,1
1714,2012,55005,20.0,1399.0,68.0,5.0,2.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1715,2011,81650,18.33,1968.0,167.7,5.0,7.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1716,2010,160000,19.0,1248.0,93.0,5.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0,1
1717,2015,169000,14.95,2489.0,93.7,7.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1718,2013,67263,18.9,998.0,67.1,5.0,3.6,0,0,0,0,1,1,0,0,0,0,1,0,1
1719,2012,44223,17.6,1496.0,88.7,5.0,3.99,0,0,0,0,1,1,0,0,0,0,1,0,1
1720,2015,36840,18.9,1197.0,82.0,5.0,5.64,0,0,0,0,1,1,0,0,0,0,1,0,1
1721,2014,160000,12.99,2494.0,100.0,8.0,12.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1722,2008,133000,16.8,1405.0,62.0,5.0,0.7,0,1,0,0,0,1,0,0,0,0,1,0,1
1723,2015,69123,18.88,1995.0,184.0,5.0,19.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1724,2017,38000,10.91,3198.0,197.0,7.0,30.48,0,1,0,0,0,1,0,0,0,0,1,1,0
1725,2017,5500,21.56,1462.0,103.25,5.0,8.2,0,0,0,0,1,1,0,0,0,0,1,0,1
1726,2015,1001,25.83,1498.0,99.0,5.0,7.55,0,1,0,0,0,1,0,0,0,0,1,0,1
1727,2007,59000,15.26,1150.0,74.9,5.0,0.99,0,0,0,0,1,0,0,0,1,0,1,0,1
1728,2011,78256,16.8,1497.0,118.0,5.0,4.15,0,0,0,0,1,1,0,0,0,0,1,1,0
1729,2016,90000,16.95,1498.0,97.6,5.0,6.2,0,0,0,0,1,1,0,0,0,0,1,0,1
1730,2016,18000,19.1,1197.0,85.8,5.0,4.4,0,0,0,0,1,1,0,0,0,0,1,0,1
1731,2012,60000,20.0,1399.0,68.0,5.0,2.1,0,1,0,0,0,1,0,0,0,0,1,0,1
1732,2011,130000,20.3,1248.0,75.0,5.0,2.2,0,1,0,0,0,1,0,0,0,0,1,0,1
1733,2018,32851,18.6,1197.0,81.86,5.0,8.34,0,0,0,0,1,1,0,0,0,0,1,0,1
1734,2014,32000,23.4,1248.0,74.0,5.0,4.35,0,1,0,0,0,1,0,0,0,0,1,0,1
1735,2014,62700,22.7,1498.0,89.84,5.0,6.8,0,1,0,0,0,1,0,0,0,0,1,0,1
1736,2010,71000,19.3,1248.0,73.9,5.0,3.3,0,1,0,0,0,1,0,0,0,0,1,0,1
1737,2016,19947,18.9,1197.0,82.0,5.0,5.04,0,0,0,0,1,1,0,0,0,0,1,0,1
1738,2012,91000,11.4,2953.0,153.86,7.0,9.2,0,1,0,0,0,1,0,0,0,0,1,1,0
1739,2014,74000,22.07,1199.0,73.9,5.0,5.7,0,1,0,0,0,1,0,0,0,0,1,0,1
1740,2018,55594,18.49,1493.0,100.0,7.0,8.48,0,1,0,0,0,1,0,0,0,0,1,0,1
1741,2013,58000,11.2,2993.0,306.0,4.0,48.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1742,2012,110224,19.01,1461.0,108.45,5.0,6.1,0,1,0,0,0,1,0,0,0,0,1,0,1
1743,2010,21002,22.5,998.0,67.04,5.0,2.75,0,0,0,0,1,1,0,0,0,0,1,0,1
1744,2017,121000,24.52,1248.0,88.5,7.0,8.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1745,2010,73513,19.7,796.0,46.3,5.0,1.85,0,0,0,0,1,1,0,0,0,0,1,0,1
1746,2015,34000,20.51,998.0,67.0,5.0,3.85,0,0,0,0,1,1,0,0,0,0,1,1,0
1747,2017,28371,15.1,1196.0,73.0,7.0,4.74,0,0,0,0,1,1,0,0,0,0,1,0,1
1748,2013,74755,19.6,1461.0,108.45,5.0,5.63,0,1,0,0,0,1,0,0,0,0,1,0,1
1749,2011,25805,18.2,1061.0,64.0,5.0,2.62,0,0,0,0,1,1,0,0,0,0,1,0,1
1750,2015,82603,13.06,1598.0,102.53,5.0,4.9,0,0,0,0,1,1,0,0,0,0,1,0,1
1751,2006,110000,13.5,1799.0,130.0,5.0,2.65,0,0,0,0,1,1,0,0,0,0,1,0,1
1752,2012,88000,16.0,2179.0,140.0,7.0,5.99,0,1,0,0,0,1,0,0,0,0,1,0,1
1753,2011,110000,21.0,1461.0,64.1,5.0,2.4,0,1,0,0,0,0,0,1,0,0,1,0,1
1754,2017,15000,21.7,999.0,67.0,5.0,4.25,0,0,0,0,1,1,0,0,0,0,1,0,1
1755,2013,70000,15.15,2967.0,240.0,5.0,40.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1756,2008,150000,28.4,1248.0,74.0,5.0,2.7,0,1,0,0,0,0,0,1,0,0,1,0,1
1757,2016,19000,20.63,1198.0,67.0,5.0,2.99,0,0,0,0,1,1,0,0,0,0,1,0,1
1758,2011,37442,18.5,1197.0,80.0,5.0,3.4,0,0,0,0,1,1,0,0,0,0,1,0,1
1759,2016,63111,18.12,1995.0,190.0,5.0,30.8,0,1,0,0,0,0,0,1,0,0,1,1,0
1760,2012,88000,20.77,1248.0,88.8,7.0,5.85,0,1,0,0,0,1,0,0,0,0,1,0,1
1761,2014,42355,18.9,1197.0,82.0,5.0,4.0,0,0,0,0,1,1,0,0,0,0,1,0,1
1762,2011,75871,9.43,2996.0,254.0,5.0,14.12,0,0,0,0,1,1,0,0,0,0,1,1,0
1763,2011,65000,17.9,1998.0,163.7,5.0,4.55,0,1,0,0,0,1,0,0,0,0,1,0,1
1764,2015,69000,0.0,2987.0,165.0,5.0,38.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1765,2011,79232,21.1,1248.0,73.9,5.0,2.9,0,1,0,0,0,1,0,0,0,0,1,0,1
1766,2007,220000,11.74,1796.0,186.0,5.0,6.0,0,0,0,0,1,0,0,1,0,0,1,1,0
1767,2016,28470,18.6,1197.0,81.83,5.0,6.95,0,0,0,0,1,1,0,0,0,0,1,0,1
1768,2014,9759,20.3,998.0,68.05,5.0,2.75,0,0,0,0,1,1,0,0,0,0,1,0,1
1769,2014,75216,22.9,1248.0,74.0,5.0,5.1,0,1,0,0,0,1,0,0,0,0,1,0,1
1770,2017,8000,18.6,1197.0,81.83,5.0,6.75,0,0,0,0,1,1,0,0,0,0,1,0,1
1771,2014,59451,18.5,1197.0,85.8,5.0,3.69,0,0,0,0,1,1,0,0,0,0,1,0,1
1772,2013,53996,22.9,1248.0,74.0,5.0,5.45,0,1,0,0,0,1,0,0,0,0,1,0,1
1773,2018,15135,17.5,1199.0,88.7,5.0,9.29,0,0,0,0,1,1,0,0,0,0,1,0,1
1774,2015,53000,16.9,1197.0,81.86,5.0,4.0,0,0,0,0,1,0,0,1,0,0,1,1,0
1775,2013,40000,18.0,1198.0,86.7,5.0,2.9,0,0,0,0,1,1,0,0,0,0,1,0,1
1776,2013,21107,17.1,1591.0,121.3,5.0,5.25,0,0,0,0,1,1,0,0,0,0,1,0,1
1777,2014,56000,16.8,1497.0,116.3,5.0,5.75,0,0,0,0,1,1,0,0,0,0,1,0,1
1778,2017,19623,15.29,1591.0,121.3,5.0,13.12,0,0,0,0,1,1,0,0,0,0,1,0,1
1779,2014,70963,15.1,2179.0,140.0,7.0,7.83,0,1,0,0,0,1,0,0,0,0,1,0,1
1780,2013,25755,26.6,998.0,58.16,5.0,3.15,1,0,0,0,0,1,0,0,0,1,0,0,1
1781,2013,51450,12.8,2494.0,102.0,7.0,10.4,0,1,0,0,0,1,0,0,0,0,1,0,1
1782,2012,75000,22.9,1248.0,74.0,5.0,4.35,0,1,0,0,0,1,0,0,0,0,1,0,1
1783,2017,37832,22.5,998.0,67.0,5.0,5.23,0,0,0,0,1,1,0,0,0,0,1,1,0
1784,2016,43041,18.9,1197.0,81.86,5.0,6.01,0,0,0,0,1,1,0,0,0,0,1,0,1
1785,2014,97236,25.8,1498.0,98.6,5.0,4.4,0,1,0,0,0,1,0,0,0,0,1,0,1
1786,2010,83000,16.07,1995.0,181.0,5.0,12.75,0,1,0,0,0,1,0,0,0,0,1,1,0
1787,2011,65000,15.6,1196.0,70.0,5.0,2.4,0,0,0,0,1,1,0,0,0,0,1,0,1
1788,2018,46007,17.0,1198.0,73.75,5.0,5.71,0,0,0,0,1,1,0,0,0,0,1,0,1
1789,2015,65925,22.7,1498.0,89.84,5.0,5.49,0,1,0,0,0,0,0,1,0,0,1,0,1
1790,2004,73500,13.0,1343.0,90.0,5.0,1.3,0,0,0,0,1,0,0,1,0,0,1,0,1
1791,2014,55000,16.0,2179.0,140.0,7.0,8.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1792,2012,115000,13.0,2982.0,168.5,7.0,12.99,0,1,0,0,0,1,0,0,0,0,1,0,1
1793,2017,31184,18.9,1197.0,81.86,5.0,5.0,0,0,0,0,1,1,0,0,0,0,1,0,1
1794,2017,41747,28.4,1248.0,73.75,5.0,9.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1795,2016,38143,22.9,1248.0,74.0,5.0,5.22,0,1,0,0,0,1,0,0,0,0,1,0,1
1796,2012,19030,16.47,1198.0,73.9,5.0,3.8,0,0,0,0,1,1,0,0,0,0,1,0,1
1797,2019,20877,18.16,1197.0,78.9,5.0,7.27,0,0,0,0,1,1,0,0,0,0,1,0,1
1798,2016,23555,22.0,1197.0,81.8,5.0,5.1,0,0,0,0,1,1,0,0,0,0,1,0,1
1799,2013,29000,14.21,2143.0,203.0,5.0,29.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1800,2013,61000,18.9,998.0,67.1,5.0,2.9,0,0,0,0,1,1,0,0,0,0,1,0,1
1801,2012,4187,26.0,624.0,35.0,4.0,1.38,0,0,0,0,1,1,0,0,0,0,1,0,1
1802,2011,46000,13.4,1798.0,157.8,5.0,5.5,0,0,0,0,1,1,0,0,0,0,1,0,1
1803,2016,28000,17.21,1197.0,103.5,5.0,7.25,0,0,0,0,1,1,0,0,0,0,1,1,0
1804,2014,83558,22.32,1582.0,126.32,5.0,6.98,0,1,0,0,0,1,0,0,0,0,1,0,1
1805,2017,40000,22.95,1248.0,74.0,5.0,5.25,0,1,0,0,0,1,0,0,0,0,1,0,1
1806,2013,36000,21.1,814.0,55.2,5.0,1.95,0,0,0,0,1,1,0,0,0,0,1,0,1
1807,2014,21000,17.11,1968.0,174.33,5.0,24.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1808,2013,62162,12.99,2494.0,100.0,7.0,8.31,0,1,0,0,0,1,0,0,0,0,1,0,1
1809,2012,83000,11.74,2987.0,254.8,5.0,36.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1810,2015,58000,24.4,1120.0,71.0,5.0,5.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1811,2011,62332,11.7,2354.0,177.6,5.0,5.89,0,0,0,0,1,1,0,0,0,0,1,1,0
